comment_id,docket_id,agency,category,topic,posted_date,submitter_name,submitter_type,word_count,ai_score,ai_assisted,human_score
BLM-2025-0002-15275,BLM-2025-0002,BLM,political_environment,public_lands,2025-06-27,,Unknown,267,1.0,,0.0
BLM-2025-0002-15364,BLM-2025-0002,BLM,political_environment,public_lands,2025-06-27,,Unknown,238,1.0,,0.0
BLM-2025-0002-15234,BLM-2025-0002,BLM,political_environment,public_lands,2025-06-27,,Unknown,261,1.0,,0.0
BLM-2025-0002-16349,BLM-2025-0002,BLM,political_environment,public_lands,2025-06-27,,Unknown,242,1.0,,0.0
BLM-2025-0002-11713,BLM-2025-0002,BLM,political_environment,public_lands,2025-06-27,,Unknown,250,1.0,,0.0
BLM-2025-0002-16042,BLM-2025-0002,BLM,political_environment,public_lands,2025-06-27,,Unknown,240,1.0,,0.0
BLM-2025-0002-15518,BLM-2025-0002,BLM,political_environment,arctic_drilling,2025-06-27,,Unknown,564,0.0,0.0,1.0
BLM-2025-0002-15500,BLM-2025-0002,BLM,political_environment,arctic_drilling,2025-06-27,,Unknown,242,1.0,0.0,0.0
BLM-2025-0002-15895,BLM-2025-0002,BLM,political_environment,arctic_drilling,2025-06-27,,Unknown,268,0.0,0.0,1.0
BLM-2025-0002-9176,BLM-2025-0002,BLM,political_environment,arctic_drilling,2025-06-26,,Unknown,278,0.0,0.0,1.0
BLM-2025-0001-0065,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,338,0.0,0.0,1.0
BLM-2025-0001-0188,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,369,0.0,0.0,1.0
BLM-2025-0001-0008,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,68,0.0,0.0,1.0
BLM-2025-0001-0031,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,102,0.0,0.0,1.0
BLM-2025-0001-0079,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,276,0.0,0.0,1.0
BLM-2025-0001-0113,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,409,0.0,0.0,1.0
BLM-2025-0001-0030,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,72,0.0,0.0,1.0
BLM-2025-0001-0055,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,144,0.0,0.0,1.0
BLM-2025-0001-0165,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,411,0.0,0.0,1.0
BLM-2025-0001-0177,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,144,0.0,0.0,1.0
BLM-2025-0001-0195,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,68,0.0,0.0,1.0
BLM-2025-0001-0222,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,210,1.0,0.0,0.0
BLM-2025-0001-0129,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,66,0.0,0.0,1.0
BLM-2025-0001-0426,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,234,1.0,0.0,0.0
BLM-2025-0001-0005,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,83,0.0,0.0,1.0
BLM-2025-0001-0041,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,77,0.0,0.0,1.0
BLM-2025-0001-0420,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,52,0.0,0.0,1.0
BLM-2025-0001-0021,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,107,0.0,0.0,1.0
BLM-2025-0001-0412,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,147,0.0,0.0,1.0
BLM-2025-0001-0010,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,152,0.0,0.0,1.0
BLM-2025-0001-0396,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,78,0.0,0.0,1.0
BLM-2025-0001-0007,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,136,0.0,0.0,1.0
BLM-2025-0001-0416,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,152,1.0,0.0,0.0
BLM-2025-0001-0432,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,167,0.0,0.0,1.0
BLM-2025-0001-0417,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,256,1.0,0.0,0.0
BLM-2025-0001-0411,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,93,0.0,0.0,1.0
BLM-2025-0001-0259,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,93,0.0,0.0,1.0
BLM-2025-0001-0183,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,61,0.0,0.0,1.0
BLM-2025-0001-0123,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,354,0.0,0.0,1.0
BLM-2025-0001-0273,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,393,0.0,0.0,1.0
BLM-2025-0001-0236,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,50,0.0,0.0,1.0
BLM-2025-0001-0231,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,388,0.0,0.0,1.0
BLM-2025-0001-0227,BLM-2025-0001,BLM,political_environment,public_lands_rescission,2025-09-15,,Unknown,58,0.0,0.0,1.0
USCIS-2025-0006-0030,USCIS-2025-0006,USCIS,political_immigration,immigration_policy,2025-10-20,,Unknown,623,0.0,0.0,1.0
USCIS-2025-0006-0002,USCIS-2025-0006,USCIS,political_immigration,immigration_policy,2025-05-29,,Unknown,231,0.0,0.0,1.0
USCIS-2025-0006-0016,USCIS-2025-0006,USCIS,political_immigration,immigration_policy,2025-07-25,,Unknown,271,0.0,0.0,1.0
USCIS-2025-0006-0010,USCIS-2025-0006,USCIS,political_immigration,immigration_policy,2025-07-11,,Unknown,311,0.0,0.0,1.0
USCIS-2025-0006-0028,USCIS-2025-0006,USCIS,political_immigration,immigration_policy,2025-10-20,,Unknown,701,0.0,0.13,0.87
USCIS-2025-0006-0011,USCIS-2025-0006,USCIS,political_immigration,immigration_policy,2025-07-22,,Unknown,170,0.0,0.0,1.0
USCIS-2025-0006-0015,USCIS-2025-0006,USCIS,political_immigration,immigration_policy,2025-07-24,,Unknown,148,0.0,0.0,1.0
USCIS-2025-0006-0006,USCIS-2025-0006,USCIS,political_immigration,immigration_policy,2025-05-30,,Unknown,194,0.0,0.0,1.0
USCIS-2025-0006-0007,USCIS-2025-0006,USCIS,political_immigration,immigration_policy,2025-06-02,,Unknown,214,0.0,0.0,1.0
USCIS-2025-0006-0029,USCIS-2025-0006,USCIS,political_immigration,immigration_policy,2025-10-20,,Unknown,352,0.0,1.0,0.0
USCIS-2025-0006-0008,USCIS-2025-0006,USCIS,political_immigration,immigration_policy,2025-06-04,,Unknown,430,1.0,0.0,0.0
USCIS-2025-0006-0023,USCIS-2025-0006,USCIS,political_immigration,immigration_policy,2025-10-02,,Unknown,120,0.0,0.0,1.0
USCIS-2025-0002-0106,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-04-10,,Unknown,208,0.0,0.0,1.0
USCIS-2025-0002-0229,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-09-04,,Unknown,150,0.0,0.0,1.0
USCIS-2025-0002-0154,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-05-02,,Unknown,188,0.0,0.0,1.0
USCIS-2025-0002-0071,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-06,,Unknown,668,1.0,0.0,0.0
USCIS-2025-0002-0065,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-05,,Unknown,533,1.0,0.0,0.0
USCIS-2025-0002-0137,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-05-01,,Unknown,148,0.0,0.0,1.0
USCIS-2025-0002-0061,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-05,,Unknown,585,0.0,0.0,1.0
USCIS-2025-0002-0104,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-04-08,,Unknown,314,1.0,0.0,0.0
USCIS-2025-0002-0170,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-05-03,,Unknown,141,0.0,0.0,1.0
USCIS-2025-0002-0074,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-06,,Unknown,71,0.0,0.0,1.0
USCIS-2025-0002-0169,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-05-03,,Unknown,230,0.0,0.0,1.0
USCIS-2025-0002-0158,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-05-02,,Unknown,122,0.0,0.0,1.0
USCIS-2025-0002-0098,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-28,,Unknown,714,0.0,0.0,1.0
USCIS-2025-0002-0174,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-05-03,,Unknown,108,0.0,0.0,1.0
USCIS-2025-0002-0097,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-28,,Unknown,797,0.0,0.0,1.0
USCIS-2025-0002-0099,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-28,,Unknown,103,0.0,0.0,1.0
USCIS-2025-0002-0107,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-04-14,,Unknown,162,0.0,0.0,1.0
USCIS-2025-0002-0081,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-06,,Unknown,496,0.0,0.0,1.0
USCIS-2025-0002-0076,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-06,,Unknown,407,0.0,0.0,1.0
USCIS-2025-0002-0184,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-04-28,,Unknown,350,0.0,0.0,1.0
USCIS-2025-0002-0091,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-11,,Unknown,485,1.0,0.0,0.0
USCIS-2025-0002-0044,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-04,,Unknown,125,1.0,0.0,0.0
USCIS-2025-0002-0073,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-06,,Unknown,124,0.0,0.0,1.0
USCIS-2025-0002-0085,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-07,,Unknown,90,0.0,0.0,1.0
USCIS-2025-0002-0060,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-05,,Unknown,104,0.0,0.0,1.0
USCIS-2025-0002-0094,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-19,,Unknown,243,1.0,0.0,0.0
USCIS-2025-0002-0002,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-03,,Unknown,171,1.0,0.0,0.0
USCIS-2025-0002-0088,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-10,,Unknown,98,1.0,0.0,0.0
USCIS-2025-0002-0155,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-05-02,,Unknown,280,0.0,0.0,1.0
USCIS-2025-0002-0140,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-05-01,,Unknown,93,0.0,0.0,1.0
USCIS-2025-0002-0068,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-05,,Unknown,53,0.0,0.0,1.0
USCIS-2025-0002-0064,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-05,,Unknown,100,1.0,0.0,0.0
USCIS-2025-0002-0059,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-03-05,,Unknown,101,1.0,0.0,0.0
USCIS-2025-0002-0133,USCIS-2025-0002,USCIS,political_immigration,immigration_policy,2025-05-01,,Unknown,80,0.0,0.0,1.0
WHD-2025-0001-0940,WHD-2025-0001,WHD,labor,wage_hour,2025-08-25,,Unknown,61,0.0,0.0,1.0
WHD-2025-0001-0973,WHD-2025-0001,WHD,labor,wage_hour,2025-08-25,,Unknown,132,0.0,0.0,1.0
WHD-2025-0001-0986,WHD-2025-0001,WHD,labor,wage_hour,2025-08-25,,Unknown,75,0.0,0.0,1.0
WHD-2025-0001-0982,WHD-2025-0001,WHD,labor,wage_hour,2025-08-25,,Unknown,53,0.0,0.0,1.0
WHD-2025-0001-0123,WHD-2025-0001,WHD,labor,wage_hour,2025-08-01,,Unknown,89,0.0,0.0,1.0
WHD-2025-0001-0956,WHD-2025-0001,WHD,labor,wage_hour,2025-08-25,,Unknown,474,0.0,0.0,1.0
WHD-2025-0001-0993,WHD-2025-0001,WHD,labor,wage_hour,2025-08-25,,Unknown,113,0.0,0.0,1.0
WHD-2025-0001-0125,WHD-2025-0001,WHD,labor,wage_hour,2025-08-01,,Unknown,81,0.0,0.0,1.0
WHD-2025-0001-0966,WHD-2025-0001,WHD,labor,wage_hour,2025-08-25,,Unknown,164,0.0,0.0,1.0
WHD-2025-0001-0856,WHD-2025-0001,WHD,labor,wage_hour,2025-08-25,,Unknown,61,0.0,0.0,1.0
WHD-2025-0001-0012,WHD-2025-0001,WHD,labor,wage_hour,2025-07-17,,Unknown,164,1.0,0.0,0.0
WHD-2025-0001-0016,WHD-2025-0001,WHD,labor,wage_hour,2025-07-18,,Unknown,306,1.0,0.0,0.0
WHD-2025-0001-0041,WHD-2025-0001,WHD,labor,wage_hour,2025-07-21,,Unknown,170,0.0,0.0,1.0
WHD-2025-0001-0043,WHD-2025-0001,WHD,labor,wage_hour,2025-07-21,,Unknown,55,0.0,0.0,1.0
WHD-2025-0001-0021,WHD-2025-0001,WHD,labor,wage_hour,2025-07-18,,Unknown,260,1.0,0.0,0.0
WHD-2025-0001-0076,WHD-2025-0001,WHD,labor,wage_hour,2025-07-28,,Unknown,176,0.0,0.0,1.0
WHD-2025-0001-0011,WHD-2025-0001,WHD,labor,wage_hour,2025-07-17,,Unknown,360,0.0,0.0,1.0
WHD-2025-0001-0029,WHD-2025-0001,WHD,labor,wage_hour,2025-07-21,,Unknown,125,0.0,0.0,1.0
WHD-2025-0001-0039,WHD-2025-0001,WHD,labor,wage_hour,2025-07-21,,Unknown,289,1.0,0.0,0.0
WHD-2025-0001-0015,WHD-2025-0001,WHD,labor,wage_hour,2025-07-18,,Unknown,56,0.0,0.0,1.0
WHD-2025-0001-0071,WHD-2025-0001,WHD,labor,wage_hour,2025-07-28,,Unknown,85,0.0,0.0,1.0
WHD-2025-0001-0067,WHD-2025-0001,WHD,labor,wage_hour,2025-07-28,,Unknown,70,0.0,0.0,1.0
WHD-2025-0001-0063,WHD-2025-0001,WHD,labor,wage_hour,2025-07-28,,Unknown,106,0.0,0.0,1.0
WHD-2025-0001-0061,WHD-2025-0001,WHD,labor,wage_hour,2025-07-28,,Unknown,124,0.0,0.0,1.0
WHD-2025-0001-0091,WHD-2025-0001,WHD,labor,wage_hour,2025-07-28,,Unknown,93,0.0,0.0,1.0
WHD-2025-0001-0065,WHD-2025-0001,WHD,labor,wage_hour,2025-07-28,,Unknown,58,0.0,0.0,1.0
WHD-2025-0001-0100,WHD-2025-0001,WHD,labor,wage_hour,2025-07-28,,Unknown,112,0.0,0.0,1.0
WHD-2025-0001-0120,WHD-2025-0001,WHD,labor,wage_hour,2025-07-29,,Unknown,139,0.0,0.0,1.0
WHD-2025-0001-0115,WHD-2025-0001,WHD,labor,wage_hour,2025-07-29,,Unknown,107,0.0,0.0,1.0
WHD-2025-0001-0005,WHD-2025-0001,WHD,labor,wage_hour,2025-07-07,,Unknown,315,0.0,0.0,1.0
WHD-2025-0001-0111,WHD-2025-0001,WHD,labor,wage_hour,2025-07-29,,Unknown,104,0.0,0.0,1.0
WHD-2025-0001-0010,WHD-2025-0001,WHD,labor,wage_hour,2025-07-14,,Unknown,168,0.0,0.0,1.0
WHD-2025-0001-0077,WHD-2025-0001,WHD,labor,wage_hour,2025-07-28,,Unknown,51,0.0,0.0,1.0
WHD-2025-0001-0073,WHD-2025-0001,WHD,labor,wage_hour,2025-07-28,,Unknown,68,0.0,0.0,1.0
WHD-2025-0001-0151,WHD-2025-0001,WHD,labor,wage_hour,2025-08-25,,Unknown,394,0.0,0.0,1.0
WHD-2025-0001-0282,WHD-2025-0001,WHD,labor,wage_hour,2025-08-25,,Unknown,660,1.0,0.0,0.0
WHD-2025-0001-0957,WHD-2025-0001,WHD,labor,wage_hour,2025-08-25,,Unknown,150,0.0,0.0,1.0
WHD-2025-0001-1003,WHD-2025-0001,WHD,labor,wage_hour,2025-08-25,,Unknown,397,0.0,0.0,1.0
ETA-2025-0006-0185,ETA-2025-0006,ETA,labor,employment_training,2025-08-27,,Unknown,575,0.0,0.0,1.0
ETA-2025-0006-0368,ETA-2025-0006,ETA,labor,employment_training,2025-09-05,,Unknown,372,0.0,0.0,1.0
ETA-2025-0006-0005,ETA-2025-0006,ETA,labor,employment_training,2025-07-16,,Unknown,234,0.0,0.0,1.0
ETA-2025-0006-0332,ETA-2025-0006,ETA,labor,employment_training,2025-09-03,,Unknown,139,0.0,0.0,1.0
ETA-2025-0006-0004,ETA-2025-0006,ETA,labor,employment_training,2025-07-08,,Unknown,249,0.0,0.0,1.0
ETA-2025-0006-0003,ETA-2025-0006,ETA,labor,employment_training,2025-07-08,,Unknown,178,1.0,0.0,0.0
ETA-2025-0006-0352,ETA-2025-0006,ETA,labor,employment_training,2025-09-05,,Unknown,288,0.0,0.0,1.0
ETA-2025-0006-0334,ETA-2025-0006,ETA,labor,employment_training,2025-09-03,,Unknown,153,0.0,0.0,1.0
ETA-2025-0006-0328,ETA-2025-0006,ETA,labor,employment_training,2025-09-03,,Unknown,210,0.0,0.0,1.0
ETA-2025-0006-0329,ETA-2025-0006,ETA,labor,employment_training,2025-09-03,,Unknown,378,0.0,0.0,1.0
ETA-2025-0006-0331,ETA-2025-0006,ETA,labor,employment_training,2025-09-03,,Unknown,329,1.0,0.0,0.0
ETA-2025-0008-0025,ETA-2025-0008,ETA,labor,employment_training,2025-11-14,,Unknown,77,0.0,0.0,1.0
ETA-2025-0008-0527,ETA-2025-0008,ETA,labor,employment_training,2025-11-26,,Unknown,818,0.0,0.0,1.0
ETA-2025-0008-0013,ETA-2025-0008,ETA,labor,employment_training,2025-11-14,,Unknown,120,0.0,0.0,1.0
ETA-2025-0008-0483,ETA-2025-0008,ETA,labor,employment_training,2025-11-26,,Unknown,75,0.0,0.0,1.0
ETA-2025-0008-0475,ETA-2025-0008,ETA,labor,employment_training,2025-11-26,,Unknown,61,0.0,0.0,1.0
ETA-2025-0008-0015,ETA-2025-0008,ETA,labor,employment_training,2025-11-14,,Unknown,95,0.0,0.0,1.0
ETA-2025-0008-0011,ETA-2025-0008,ETA,labor,employment_training,2025-11-14,,Unknown,179,0.0,0.0,1.0
ETA-2025-0008-0012,ETA-2025-0008,ETA,labor,employment_training,2025-11-14,,Unknown,164,1.0,0.0,0.0
ETA-2025-0008-0502,ETA-2025-0008,ETA,labor,employment_training,2025-11-26,,Unknown,115,0.0,0.0,1.0
ETA-2025-0008-0031,ETA-2025-0008,ETA,labor,employment_training,2025-11-14,,Unknown,410,0.0,0.0,1.0
ETA-2025-0008-0006,ETA-2025-0008,ETA,labor,employment_training,2025-11-14,,Unknown,56,0.0,0.0,1.0
ETA-2025-0008-0529,ETA-2025-0008,ETA,labor,employment_training,2025-11-26,,Unknown,62,0.0,0.0,1.0
ETA-2025-0008-0002,ETA-2025-0008,ETA,labor,employment_training,2025-11-14,,Unknown,361,0.0,0.0,1.0
ETA-2025-0008-0039,ETA-2025-0008,ETA,labor,employment_training,2025-11-14,,Unknown,59,0.0,0.0,1.0
ETA-2025-0008-0482,ETA-2025-0008,ETA,labor,employment_training,2025-11-26,,Unknown,114,0.0,0.0,1.0
ETA-2025-0008-0490,ETA-2025-0008,ETA,labor,employment_training,2025-11-26,,Unknown,105,0.0,0.0,1.0
ETA-2025-0008-0566,ETA-2025-0008,ETA,labor,employment_training,2025-12-01,,Unknown,59,0.0,0.0,1.0
ETA-2025-0008-0677,ETA-2025-0008,ETA,labor,employment_training,2025-12-01,,Unknown,251,0.0,0.0,1.0
ETA-2025-0008-0557,ETA-2025-0008,ETA,labor,employment_training,2025-12-01,,Unknown,51,0.0,0.0,1.0
ETA-2025-0008-0554,ETA-2025-0008,ETA,labor,employment_training,2025-12-01,,Unknown,52,1.0,0.0,0.0
ETA-2025-0008-0556,ETA-2025-0008,ETA,labor,employment_training,2025-12-01,,Unknown,207,0.0,0.0,1.0
ETA-2025-0008-0553,ETA-2025-0008,ETA,labor,employment_training,2025-12-01,,Unknown,119,0.0,0.0,1.0
ETA-2025-0008-0716,ETA-2025-0008,ETA,labor,employment_training,2025-12-02,,Unknown,298,0.0,0.0,1.0
ETA-2025-0008-0718,ETA-2025-0008,ETA,labor,employment_training,2025-12-02,,Unknown,175,0.0,0.0,1.0
ETA-2025-0008-0710,ETA-2025-0008,ETA,labor,employment_training,2025-12-02,,Unknown,579,0.0,0.0,1.0
ETA-2025-0008-0579,ETA-2025-0008,ETA,labor,employment_training,2025-12-01,,Unknown,53,0.0,0.0,1.0
ETA-2025-0008-0439,ETA-2025-0008,ETA,labor,employment_training,2025-11-19,,Unknown,82,0.0,0.0,1.0
ETA-2025-0008-0426,ETA-2025-0008,ETA,labor,employment_training,2025-11-19,,Unknown,82,0.0,0.0,1.0
ETA-2025-0008-0415,ETA-2025-0008,ETA,labor,employment_training,2025-11-18,,Unknown,218,0.0,0.0,1.0
ETA-2025-0008-0445,ETA-2025-0008,ETA,labor,employment_training,2025-11-19,,Unknown,296,1.0,0.0,0.0
ETA-2025-0008-0451,ETA-2025-0008,ETA,labor,employment_training,2025-11-20,,Unknown,66,0.0,0.0,1.0
ETA-2025-0008-0454,ETA-2025-0008,ETA,labor,employment_training,2025-11-20,,Unknown,95,0.0,0.0,1.0
ETA-2025-0008-0457,ETA-2025-0008,ETA,labor,employment_training,2025-11-20,,Unknown,76,0.0,0.0,1.0
ETA-2025-0008-0464,ETA-2025-0008,ETA,labor,employment_training,2025-11-20,,Unknown,56,0.0,0.0,1.0
ETA-2025-0008-0434,ETA-2025-0008,ETA,labor,employment_training,2025-11-19,,Unknown,136,0.0,0.0,1.0
ETA-2025-0008-0446,ETA-2025-0008,ETA,labor,employment_training,2025-11-19,,Unknown,78,0.0,0.0,1.0
ETA-2025-0008-0461,ETA-2025-0008,ETA,labor,employment_training,2025-11-20,,Unknown,118,0.0,0.0,1.0
ETA-2025-0008-0432,ETA-2025-0008,ETA,labor,employment_training,2025-11-19,,Unknown,50,0.0,0.0,1.0
ETA-2025-0008-0474,ETA-2025-0008,ETA,labor,employment_training,2025-11-20,,Unknown,66,0.0,0.0,1.0
USDA-2025-0008-0737,USDA-2025-0008,USDA,agriculture,agriculture,2025-07-28,,Unknown,181,0.0,0.0,1.0
USDA-2025-0008-0142,USDA-2025-0008,USDA,agriculture,agriculture,2025-07-28,,Unknown,415,0.0,0.0,1.0
USDA-2025-0008-0143,USDA-2025-0008,USDA,agriculture,agriculture,2025-07-28,,Unknown,132,0.0,0.0,1.0
USDA-2025-0008-1016,USDA-2025-0008,USDA,agriculture,agriculture,2025-07-28,,Unknown,185,0.0,0.0,1.0
USDA-2025-0008-0191,USDA-2025-0008,USDA,agriculture,agriculture,2025-07-28,,Unknown,197,0.0,0.0,1.0
USDA-2025-0008-0712,USDA-2025-0008,USDA,agriculture,agriculture,2025-07-28,,Unknown,211,0.0,0.0,1.0
USDA-2025-0008-0687,USDA-2025-0008,USDA,agriculture,agriculture,2025-07-28,,Unknown,179,0.0,0.0,1.0
OSHA-2025-0006-0115,OSHA-2025-0006,OSHA,labor,workplace_safety,2025-08-28,,Unknown,227,0.0,0.0,1.0
OSHA-2025-0006-0278,OSHA-2025-0006,OSHA,labor,workplace_safety,2025-08-29,,Unknown,224,0.0,0.0,1.0
OSHA-2025-0006-0313,OSHA-2025-0006,OSHA,labor,workplace_safety,2025-11-03,,Unknown,475,0.0,0.0,1.0
OSHA-2025-0006-0122,OSHA-2025-0006,OSHA,labor,workplace_safety,2025-08-28,,Unknown,237,0.0,0.0,1.0
OSHA-2025-0006-0312,OSHA-2025-0006,OSHA,labor,workplace_safety,2025-11-03,,Unknown,379,0.0,0.0,1.0
OSHA-2025-0006-0300,OSHA-2025-0006,OSHA,labor,workplace_safety,2025-10-30,,Unknown,91,0.0,0.0,1.0
OSHA-2025-0006-0043,OSHA-2025-0006,OSHA,labor,workplace_safety,2025-08-22,,Unknown,287,0.0,0.0,1.0
OSHA-2025-0006-0034,OSHA-2025-0006,OSHA,labor,workplace_safety,2025-08-20,,Unknown,58,0.0,0.0,1.0
OSHA-2025-0006-0037,OSHA-2025-0006,OSHA,labor,workplace_safety,2025-08-22,,Unknown,238,0.0,0.0,1.0
OSHA-2025-0006-0017,OSHA-2025-0006,OSHA,labor,workplace_safety,2025-07-09,,Unknown,406,1.0,0.0,0.0
OSHA-2025-0006-0035,OSHA-2025-0006,OSHA,labor,workplace_safety,2025-08-22,,Unknown,247,0.0,0.0,1.0
HRSA-2025-0001-0401,HRSA-2025-0001,HRSA,health,health_resources,2025-09-08,,Unknown,400,0.0,0.0,1.0
HRSA-2025-0001-0438,HRSA-2025-0001,HRSA,health,health_resources,2025-09-08,,Unknown,379,0.0,0.0,1.0
HRSA-2025-0001-0420,HRSA-2025-0001,HRSA,health,health_resources,2025-09-08,,Unknown,135,1.0,0.0,0.0
HRSA-2025-0001-0287,HRSA-2025-0001,HRSA,health,health_resources,2025-09-08,,Unknown,306,1.0,0.0,0.0
HRSA-2025-0001-0414,HRSA-2025-0001,HRSA,health,health_resources,2025-09-08,,Unknown,614,0.0,0.0,1.0
HRSA-2025-0001-0404,HRSA-2025-0001,HRSA,health,health_resources,2025-09-08,,Unknown,606,0.0,0.0,1.0
HRSA-2025-0001-0389,HRSA-2025-0001,HRSA,health,health_resources,2025-09-08,,Unknown,356,0.0,0.0,1.0
HRSA-2025-0001-0411,HRSA-2025-0001,HRSA,health,health_resources,2025-09-08,,Unknown,112,0.0,0.0,1.0
HRSA-2025-0001-0628,HRSA-2025-0001,HRSA,health,health_resources,2025-09-09,,Unknown,157,0.0,0.0,1.0
HRSA-2025-0001-0657,HRSA-2025-0001,HRSA,health,health_resources,2025-09-09,,Unknown,165,1.0,0.0,0.0
HRSA-2025-0001-0367,HRSA-2025-0001,HRSA,health,health_resources,2025-09-08,,Unknown,161,0.0,0.0,1.0
HRSA-2025-0001-0653,HRSA-2025-0001,HRSA,health,health_resources,2025-09-09,,Unknown,109,1.0,0.0,0.0
HRSA-2025-0001-0601,HRSA-2025-0001,HRSA,health,health_resources,2025-09-09,,Unknown,107,0.0,0.0,1.0
HRSA-2025-0001-0494,HRSA-2025-0001,HRSA,health,health_resources,2025-09-08,,Unknown,71,0.0,0.0,1.0
HRSA-2025-0001-0495,HRSA-2025-0001,HRSA,health,health_resources,2025-09-08,,Unknown,689,0.0,0.0,1.0
HRSA-2025-0001-0570,HRSA-2025-0001,HRSA,health,health_resources,2025-09-09,,Unknown,126,0.0,1.0,0.0
HRSA-2025-0001-0587,HRSA-2025-0001,HRSA,health,health_resources,2025-09-09,,Unknown,619,1.0,0.0,0.0
HRSA-2025-0001-0124,HRSA-2025-0001,HRSA,health,health_resources,2025-09-08,,Unknown,244,1.0,0.0,0.0
